level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2552	825	-1	
2	1	1	0	0	0	272	0	2262	675	-1	
3	1	1	1	0	0	272	0	2262	675	-1	
4	1	1	1	1	0	307	0	2223	29	-1	
5	1	1	1	1	1	307	0	63	19	0.000000	si.4
5	1	1	1	1	2	388	0	24	19	53.103485	it
5	1	1	1	1	3	432	0	115	18	43.373341	rracice
5	1	1	1	1	4	567	0	73	19	49.527596	Bald
5	1	1	1	1	5	662	0	23	19	84.840813	18
5	1	1	1	1	6	706	0	148	26	11.492142	emMpioyed,
5	1	1	1	1	7	877	1	15	18	86.822403	a
5	1	1	1	1	8	915	0	49	19	39.341110	1VUU
5	1	1	1	1	9	975	0	27	19	72.833908	7o
5	1	1	1	1	10	1023	0	154	19	0.000000	VOMNMCHIC
5	1	1	1	1	11	1224	0	6	33	42.080254	=
5	1	1	1	1	12	1242	0	209	26	33.263878	ASOUIASOIUM,
5	1	1	1	1	13	1463	0	67	21	19.422089	OL
5	1	1	1	1	14	1542	0	65	21	58.349934	SNali
5	1	1	1	1	15	1619	0	31	21	90.450348	be
5	1	1	1	1	16	1660	0	85	21	71.425865	aaded
5	1	1	1	1	17	1755	0	65	22	72.069077	alter
5	1	1	1	1	18	1829	0	43	22	94.384315	the
5	1	1	1	1	19	1882	0	79	29	94.960266	grade
5	1	1	1	1	20	1970	0	171	29	91.675781	designation.
5	1	1	1	1	21	2529	21	1	4	48.350571	:
4	1	1	1	2	0	272	32	2260	36	-1	
5	1	1	1	2	1	272	34	147	34	96.570137	inspection
5	1	1	1	2	2	439	34	32	26	96.695572	of
5	1	1	1	2	3	489	34	43	26	96.633148	the
5	1	1	1	2	4	552	34	81	26	96.482468	entire
5	1	1	1	2	5	654	34	89	33	96.492996	length
5	1	1	1	2	6	764	34	31	26	96.431183	of
5	1	1	1	2	7	813	34	65	26	96.695343	each
5	1	1	1	2	8	898	34	62	26	96.868340	tube
5	1	1	1	2	9	981	34	66	26	94.912086	shall
5	1	1	1	2	10	1068	34	56	26	96.002121	also
5	1	1	1	2	11	1143	34	35	26	96.665611	be
5	1	1	1	2	12	1847	32	2	3	11.899681	,
5	1	1	1	2	13	2529	45	3	17	70.042557	:
4	1	1	1	3	0	272	75	905	34	-1	
5	1	1	1	3	1	272	76	149	33	96.058640	performed
5	1	1	1	3	2	435	75	78	34	96.471428	using
5	1	1	1	3	3	529	83	51	18	96.683586	one
5	1	1	1	3	4	594	75	32	26	96.669327	of
5	1	1	1	3	5	638	75	44	27	96.949844	the
5	1	1	1	3	6	696	76	212	26	96.772270	nondestructive
5	1	1	1	3	7	924	76	104	26	96.829842	electric
5	1	1	1	3	8	1043	79	62	23	93.163383	tests
5	1	1	1	3	9	1121	84	56	25	93.163383	per-
4	1	1	1	4	0	272	117	561	33	-1	
5	1	1	1	4	1	272	117	91	26	96.430901	mitted
5	1	1	1	4	2	375	117	36	33	96.430901	by
5	1	1	1	4	3	424	117	187	33	93.274261	Specification
5	1	1	1	4	4	623	117	210	26	92.535393	A450/A450M.
4	1	1	1	5	0	1184	646	1350	29	-1	
5	1	1	1	5	1	1184	648	57	27	96.231499	198
