level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	13	6	1703	397	145	28	96.681877	thickness
5	1	1	1	13	7	1871	405	68	28	96.852730	may
5	1	1	1	13	8	1962	397	35	28	96.964005	be
5	1	1	1	13	9	2021	396	126	38	95.908554	repaired
5	1	1	1	13	10	2168	396	39	37	96.098686	by
5	1	1	1	13	11	2229	396	124	37	96.098686	welding
4	1	1	1	14	0	58	442	2295	38	-1	
5	1	1	1	14	1	58	453	6	17	33.982567	\
5	1	1	1	14	2	297	447	1000	7	14.484146	es
5	1	1	1	14	3	1374	451	27	20	1.778931	Su
5	1	1	1	14	4	1401	443	78	37	1.778931	Ject
5	1	1	1	14	5	1491	447	30	24	96.811592	to
5	1	1	1	14	6	1535	443	137	37	96.413643	approval
5	1	1	1	14	7	1686	442	38	37	96.645760	by
5	1	1	1	14	8	1737	442	47	29	96.645760	the
5	1	1	1	14	9	1798	442	159	38	96.710258	purchaser.
5	1	1	1	14	10	1973	442	76	37	97.006317	Only
5	1	1	1	14	11	2063	442	134	38	96.285484	qualified
5	1	1	1	14	12	2210	446	143	33	96.702103	operators
4	1	1	1	15	0	76	488	103	26	-1	
5	1	1	1	15	1	76	488	103	26	49.502674	Ne
4	1	1	1	16	0	1297	618	77	27	-1	
5	1	1	1	16	1	1297	618	77	27	96.774261	1073
