Product analysis,0.13-0.45,0.08-0.56
nadium:,,
Heat analysis,0.13-0.18,0.10-0.18
Product analysis,0.11-0.20,0.08-0.20
ckel:,,
Heat analysis,0.40-0.70,0.40-0.70

nsile strength:,,,,
All thicknesses,105-135,[725-930],,
3 in. [75 mm] and under,,,80-105,[550-725]
Over 3 in. [75 mm],,,75-100,[515-690]
eld strength, min:A,,,,
All thicknesses,70,(485],,
3 in. [75 mm] and under,,,60,[415]
Over 3 in. [75 mm],,,55,[380]
