To 800, excl,6,10,13
800 to 2100, excl,8,11,14
2100 to 2700, excl,10,13,16
2700 to 3300, excl,11,14,17
3300 and over,13,16,19

mm,To 25,,50,,100,,150,,200, 400,
,excl,,,,
,,excl,excl,excl,excl excl
To 800, excl,10,10,13,13,16 19
800 to 2100,,10,13,13,16,19 22
excl,,,,,
2100 to 2700,,13,14,16,19,22 25
excl,,,,,
2700 to 3300,,13,14,17,22,25 29
excl,,,,,
3300 and over,16,19,22,25,29 32
