660.0,A,1650 ± 25 °F [900 ± 14 "CJ, hold 2 h, min, and liquid quench,1325 ± 25 °F [720 ± 14 °CJ, hold 16 h, air cool
,B,1800 ± 25 °F [980 ± 14 °C], hold 1 h, min, and liquid quench,1325 ± 25 °F [720 ± 14 °CJ, hold 16 h, air cool
,C,1800 ± 25 °F [980 ± 14 °CJ, hold 1 h min, and oil quench,1425 ± 25 °F [775 ± 14 °C] hold 16 h, air cool, followed by
,,,1200 ± 25 °F [650 ± 14 °CJ hold 16 h, air cool

,,1800 ± 25 °F [980 ± 14 °CJ, hold 1 h min, and liquid quench,If necessary to achieve properties, second age:
,,,1200 ± 25 °F [650 ± 14 °CJ hold 16 h, air cool
651.0,A,,hot-cold worked at 1200 °F [650 °C] min with 15 % min reduction in
,,,cross-sectional area, stress relieve at 1200 °F [650 °C] min or 4 h, min
,B,,hot-cold worked at 1200 °F [650 °CJ min with 15 % min reduction of
,,,cross-sectional area, stress relieve at 1350 °F [730 °C] min for 4 h,
,,,min
662.0,A,1800 ± 25 °F [980 ± 14 °C], hold 2 h, liquid quench,1350 to 1400 °F [730 to 760 °CJ, hold 20 h, furnace cool to 1200 ± 25
,,,°F [650 ± 14 °C], hold 20 h, air cool
,B,1950 ± 25 °F [1065 ± 14 °CJ, hold 2 h, liquid quench,1350 to 1400 °F [730 to 760 °C], hold 20 h, furnace cool to 1200 ± 25
,,,°F [650 ± 14 °CJ, hold 20 h, air cool
665.0,A,1800 ± 25 °F [980 ± 14 °CJ, hold 3 h, liquid quench,1350 to 1400 °F [730 to 760 °C], hold 20 h, furnace cool to 1200 ± 25
,,,°F [650 ± 14 °C], hold 20 h, air cool
,B,2000 ± 25 °F [1095 ± 14 °CJ, hold 3 h, liquid quench,1350 to 1400 °F [730 to 760 °C], hold 20 h, furnace cool to 1200 ± 25
,,,°F [650 ± 14 °CJ, hold 20 h, air cool
668.0,A,1650 ± 25 °F [900 ± 14 °CJ, hold 2 h, min and liquid quench,1325 ± 25 °F [720 ± 14 °CJ, hold 16 h, air cool
,B,1800 ± 25 °F [980 ± 14 °CJ, hold 1 h, min and liquid quench,1325 ± 25 °F [720 ± 14 °C], hold 16 h, air cool

,,4x Diam,,Reduction of,Brinell Hardness,

,D (:521⁄2 in.,130.0,895.0,105,725.0,15.0,18.0,248-321,24 HRC,35 HRC
,[63.5 mm]),,,,,,,,,
,D (>21⁄2 in.,120.0,825.0,95,655.0,15.0,18.0,248-321,24 HRC,35 HRC
,[63.5 mm]),,,,,,,,,
651.0,A,100.0,690.0,70A,485.0,18.0,35.0,217-277,95 HRB,29 HRC
,,,,606,415.0,,,,,
,B,95.0,655.0,60A,415.0,18.0,35.0,212-269,93 HRB,28 HRCC
,,,,506,345.0,,,,,
662.0,A,130.0,895.0,85,585.0,15.0,18.0,248-321,24 HRC,35 HRCC
,B,125.0,860.0,80,550.0,15.0,18.0,248-321,24 HRC,35 HRC
665.0,A,170.0,1170.0,120,830.0,12.0,15.0,311-388,32 HRC,41 HRC
,B,155.0,1070.0,120,830.0,12.0,15.0,311-388,32 HRC,41 HRC
668.0,A and B,130.0,895.0,85,585.0,15.0,18.0,248-341,24 HRC,37 HRC

Grade,,Class,'°F [°C] ksi MPa,min, hA,min,%
660,A,,B, and C,1200 [650J 56 385,100,5
651,A and B,,1200 [650J 40 275,100,5
662,A and B,,1200 [650J 55 380,100,5
665,,A,1200 [650J 75 515,100,3
,,B,1200 [650] 70 485,100,5
