BF,BF,8FB,8FA
BP,BP,8PB,SPA
8N,8N,8NB,8NA

BC,BC,8CB,SCA
8CLNCuB,8CLNCuB,8CLNCuBB,8CLNC
8CLN,8CLN,BCLNB,BCLNA
BM,BM,8MB,8MA •
