14,0.156,3.96,0.188,4.78
16,0.165,4.19,0.188,4.78
18,0.165,4.19,0.188,4.78
20,0.188,4.78,0.218,5.54
22,0.188,4.78,0.218,5.54
24,0.218,'5.54,0.25,6.35
30,0.25,6.35,0.312,7.92
