K90901,9 % chromium, 1 % 0.08-0.12,,0.30-0.60,0.02,0.01,0.20-0.50,0.40 max,8.0-9.5,0.85-1.05,Other Elements
,molybdenum, 0.2 %,,,,,,,,,Nb8 0.06-0.10
,vanadium plus,,,,,,,,,N 0.03-0.07
,niobium8 and,,,,,,,,,Al 0.04 max
,nitrogen,,,,,,,,,V 0.18-0.25
K31545,chromium-molybdenum 0.05-0.15,,0.30-0.60,0.04,0.04,0.50 max,,2.7-3.3,0.80-1.06,
K21590,chromium-molybdenum 0.05-0.15,,0.30-0.60,0.04,0.04,0.50 max,,2.00-2.50,0.87-1.13,
Class 1,,,,,,,,,,
K21590,chromium-molybdenum 0.05-0.15,,0.30-0.60,0.04,0.04,0.50 max,,2.00-2.50,0.87-1.13,
