0,0.71,0.03,0.13,0.03,0.13,=

-..J,,,,,,,

1.24,0.08,0.15,0.05,0.15,0.05,0.15,,,,,,,,,,,~
1.65,0.13,0.18,0.1,0.18,0.1,0.18,0.1,0.18,0.1,0.18,,,0.1,0.2,,,N 0
2.11,0.15,0.18,0.13,0.18,0.1,0.18,0.1,0.18,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,N
,,,,,,,,,,,,,,,,,Cl1
2.41,0.15,0.18,0.13,0.18,0.1,0.18,0.1,0.18,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,
2.n,,,0.15,0.2,0.13,0.2,0.13,0.2,0.13,0.23,0.13,0.23,0.13,0.23,0.13,0.23,
3.05,,,0.18,0.2,0.15,0.2,0.13,0.2,0.13,0.23,0.13,0.23,0.13,0.23,0.13,0.23,
3.40,,,0.18,0.2,0.15,0.2,0.13,0.2,0.13,0.23,0.13,0.23,0.13,0.23,0.13,0.23,
