B,1.51,1.51,1.5!,2.0t
C,1.5!,1.5!,2.01,2.51
D,1.51,1.51,2.5!,3.0t
E,1.5!,1.51,3.ot,3.51

,Up to3⁄4 in.,,,
Designation8,,mm] To 1 [25,mm] To 2 in. [50,Over 2 in. [50
,[20mm],,,
,,mm, incl],mm], incl,mm]
