level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2683	915	-1	
2	1	1	0	0	0	96	0	2283	582	-1	
3	1	1	1	0	0	96	0	2283	582	-1	
4	1	1	1	1	0	406	0	1776	27	-1	
5	1	1	1	1	1	406	0	126	16	0.000000	UnTORum
5	1	1	1	1	2	729	0	57	27	16.193802	Bele]
5	1	1	1	1	3	907	12	35	5	23.269997	see
5	1	1	1	1	4	1084	12	35	5	15.708626	nae
5	1	1	1	1	5	1260	12	35	4	35.457825	we
5	1	1	1	1	6	1437	12	34	5	35.932831	tee
5	1	1	1	1	7	1612	12	35	4	41.752533	nee
5	1	1	1	1	8	1787	12	36	4	48.381310	wae
5	1	1	1	1	9	1963	12	34	5	27.218903	tae
5	1	1	1	1	10	2148	12	34	5	22.037056	tee
5	1	1	1	1	11	2343	12	33	4	16.376724	se
4	1	1	1	2	0	405	25	1782	36	-1	
5	1	1	1	2	1	405	25	104	36	96.060043	Titanium
5	1	1	1	2	2	738	46	35	4	48.661804	ee
5	1	1	1	2	3	907	46	35	5	25.879066	tee
5	1	1	1	2	4	1084	46	34	5	30.503265	ee
5	1	1	1	2	5	1260	46	35	5	28.892532	vee
5	1	1	1	2	6	1437	46	34	5	27.757523	tee
5	1	1	1	2	7	1612	46	35	5	38.970982	ae
5	1	1	1	2	8	1788	46	35	5	17.106331	vee
5	1	1	1	2	9	1963	46	34	5	27.564087	tae
5	1	1	1	2	10	2139	30	48	21	93.562950	0.01
5	1	1	1	2	11	2342	46	34	5	22.288712	vee
4	1	1	1	3	0	405	63	1971	27	-1	
5	1	1	1	3	1	405	63	113	27	96.488388	Tungsten
5	1	1	1	3	2	729	64	53	21	19.627762	010
5	1	1	1	3	3	830	84	2	2	19.627762	=
5	1	1	1	3	4	899	64	52	21	96.741974	0.10
5	1	1	1	3	5	1075	64	53	21	96.974007	0.10
5	1	1	1	3	6	1252	64	53	21	96.765175	0.10
5	1	1	1	3	7	1428	64	52	21	96.859871	0.10
5	1	1	1	3	8	1612	80	35	5	26.203430	ee
5	1	1	1	3	9	1779	63	53	22	96.801277	0.10
5	1	1	1	3	10	1954	64	53	21	96.916550	0.10
5	1	1	1	3	11	2148	80	34	5	21.664795	wes
5	1	1	1	3	12	2343	80	33	5	56.016270	ee
4	1	1	1	4	0	405	97	1777	22	-1	
5	1	1	1	4	1	405	97	122	22	96.197456	Vanadium
5	1	1	1	4	2	738	114	35	5	28.937576	see
5	1	1	1	4	3	908	114	34	5	27.806480	tee
5	1	1	1	4	4	1084	114	35	5	15.889778	vee
5	1	1	1	4	5	1261	114	35	5	32.664299	ee
5	1	1	1	4	6	1437	114	34	5	21.192207	wee
5	1	1	1	4	7	1603	98	53	21	96.780624	0.03
5	1	1	1	4	8	1788	114	35	5	21.632965	see
5	1	1	1	4	9	1963	114	35	5	18.861015	see
5	1	1	1	4	10	2148	114	34	5	20.081238	wee
5	1	1	1	4	11	2343	114	34	5	30.582756	tee
4	1	1	1	5	0	404	131	1784	22	-1	
5	1	1	1	5	1	404	131	121	22	96.042870	Zirconium
5	1	1	1	5	2	738	148	35	5	31.520370	see
5	1	1	1	5	3	907	149	36	4	16.439209	nee
5	1	1	1	5	4	1084	148	35	5	23.411720	fee
5	1	1	1	5	5	1261	148	35	5	30.973022	ee
5	1	1	1	5	6	1437	148	34	5	23.760872	see
5	1	1	1	5	7	1612	148	35	5	25.058914	see
5	1	1	1	5	8	1788	148	35	5	19.562683	ee
5	1	1	1	5	9	1963	148	34	5	39.817078	vee
5	1	1	1	5	10	2140	132	48	21	90.028397	0.01
5	1	1	1	5	11	2343	148	34	5	17.494545	see
4	1	1	1	6	0	404	165	1975	23	-1	
5	1	1	1	6	1	404	165	58	22	96.380043	Total
5	1	1	1	6	2	473	165	97	22	96.464851	Content
